lemma,feature,operation,metric,d_pronoun,d_compound,delta
each_other,another,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,another,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,any,delete_feature,jaccard,0.7088579692854635,0.6670998225758288,0.041758146709634736
each_other,any,delete_feature,dice,0.5543180561680126,0.503719815077724,0.05059824109028854
each_other,any,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,any,delete_feature,idf_jaccard,0.9065881850760772,0.8698511312774474,0.03673705379862979
each_other,any,reverse_polarity,jaccard,0.6919084565639839,0.6558335928063095,0.036074863757674436
each_other,any,reverse_polarity,dice,0.5340022317732216,0.49135393941396405,0.042648292359257545
each_other,any,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,any,reverse_polarity,idf_jaccard,0.9050682271748739,0.8688566502363233,0.036211576938550594
each_other,any,flip_target_cell,jaccard,0.7160086863016198,0.6693825954032997,0.04662609089832015
each_other,any,flip_target_cell,dice,0.5627158052034411,0.5058914166218291,0.056824388581611984
each_other,any,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,any,flip_target_cell,idf_jaccard,0.9120789087889074,0.8628672687861514,0.04921164000275602
each_other,body,delete_feature,jaccard,0.7088579692854635,0.6664832504712536,0.042374718814209955
each_other,body,delete_feature,dice,0.5543180561680126,0.5033053774954579,0.05101267867255466
each_other,body,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,body,delete_feature,idf_jaccard,0.9065881850760772,0.8691784700113878,0.037409715064689375
each_other,body,reverse_polarity,jaccard,0.6919084565639839,0.6555182112831673,0.03639024528081658
each_other,body,reverse_polarity,dice,0.5340022317732216,0.4904196081632249,0.04358262360999671
each_other,body,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,body,reverse_polarity,idf_jaccard,0.9050682271748739,0.868211712033192,0.03685651514168187
each_other,body,flip_target_cell,jaccard,0.7160086863016198,0.6685254053618472,0.04748328093977261
each_other,body,flip_target_cell,dice,0.5627158052034411,0.5060483170107333,0.05666748819270784
each_other,body,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,body,flip_target_cell,idf_jaccard,0.9120789087889074,0.8613627721342471,0.05071613665466035
each_other,certain,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,certain,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,certain,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,certain,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,certain,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,certain,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,certain,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,certain,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,certain,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,certain,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,certain,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,certain,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,day,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,day,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,day,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,day,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,day,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,day,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,day,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,day,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,day,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,day,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,day,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,day,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,each,delete_feature,jaccard,0.7013314757659707,0.659775003031582,0.04155647273438867
each_other,each,delete_feature,dice,0.5455864970567604,0.495749133834998,0.04983736322176241
each_other,each,delete_feature,hamming,0.18683245655985972,0.15359477124183007,0.03323768531802965
each_other,each,delete_feature,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,each,reverse_polarity,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,each,reverse_polarity,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,each,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,each,reverse_polarity,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,each,flip_target_cell,jaccard,0.7013314757659707,0.659775003031582,0.04155647273438867
each_other,each,flip_target_cell,dice,0.5455864970567604,0.495749133834998,0.04983736322176241
each_other,each,flip_target_cell,hamming,0.18561925878999053,0.1525974025974026,0.033021856192587934
each_other,each,flip_target_cell,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,either,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,either,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,either,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,either,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,either,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,either,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,either,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,either,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,either,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,either,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,either,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,either,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,ever,delete_feature,jaccard,0.7088579692854635,0.6664816310036898,0.04237633828177367
each_other,ever,delete_feature,dice,0.5543180561680126,0.5033701437917946,0.050947912376217985
each_other,ever,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,ever,delete_feature,idf_jaccard,0.9065881850760772,0.8690157323597536,0.03757245271632359
each_other,ever,reverse_polarity,jaccard,0.6919084565639839,0.6552839905477856,0.03662446601619829
each_other,ever,reverse_polarity,dice,0.5340022317732216,0.49011978926938865,0.04388244250383294
each_other,ever,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,ever,reverse_polarity,idf_jaccard,0.9050682271748739,0.8680304849043864,0.037037742270487506
each_other,ever,flip_target_cell,jaccard,0.7160086863016198,0.6687592075306339,0.04724947877098595
each_other,ever,flip_target_cell,dice,0.5627158052034411,0.506471833639607,0.056243971563834094
each_other,ever,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,ever,flip_target_cell,idf_jaccard,0.9120789087889074,0.8618915250767181,0.05018738371218934
each_other,every,delete_feature,jaccard,0.7088579692854635,0.6664816310036898,0.04237633828177367
each_other,every,delete_feature,dice,0.5543180561680126,0.5033701437917946,0.050947912376217985
each_other,every,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,every,delete_feature,idf_jaccard,0.9065881850760772,0.8690157323597536,0.03757245271632359
each_other,every,reverse_polarity,jaccard,0.6919084565639839,0.6552839905477856,0.03662446601619829
each_other,every,reverse_polarity,dice,0.5340022317732216,0.49011978926938865,0.04388244250383294
each_other,every,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,every,reverse_polarity,idf_jaccard,0.9050682271748739,0.8680304849043865,0.037037742270487395
each_other,every,flip_target_cell,jaccard,0.7160086863016198,0.6687592075306339,0.04724947877098595
each_other,every,flip_target_cell,dice,0.5627158052034411,0.506471833639607,0.056243971563834094
each_other,every,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,every,flip_target_cell,idf_jaccard,0.9120789087889074,0.8618915250767181,0.05018738371218934
each_other,few,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,few,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,few,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,few,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,few,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,few,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,few,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,few,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,few,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,few,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,few,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,few,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,her,delete_feature,jaccard,0.7081540204659152,0.6690820933080995,0.03907192715781571
each_other,her,delete_feature,dice,0.5535006371621078,0.5060659866465846,0.0474346505155232
each_other,her,delete_feature,hamming,0.19273075083692015,0.16013071895424835,0.0326000318826718
each_other,her,delete_feature,idf_jaccard,0.9059991052434871,0.8715479229425895,0.03445118230089761
each_other,her,reverse_polarity,jaccard,0.6935010370737282,0.6512547842159477,0.0422462528577805
each_other,her,reverse_polarity,dice,0.5359139052858073,0.4858925522768215,0.0500213530089858
each_other,her,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,her,reverse_polarity,idf_jaccard,0.9046416658163958,0.870157669665002,0.03448399615139386
each_other,her,flip_target_cell,jaccard,0.7130214631660164,0.6778924551507237,0.03512900801529273
each_other,her,flip_target_cell,dice,0.5591947706896194,0.5159672984922148,0.04322747219740464
each_other,her,flip_target_cell,hamming,0.19733924611973394,0.16558441558441558,0.03175483053531836
each_other,her,flip_target_cell,idf_jaccard,0.9056923833435102,0.8786529868074118,0.027039396536098437
each_other,him,delete_feature,jaccard,0.7083961467440518,0.6690820933080995,0.03931405343595229
each_other,him,delete_feature,dice,0.5538111704869109,0.5060659866465846,0.04774518384032622
each_other,him,delete_feature,hamming,0.1930495775545991,0.16013071895424835,0.03291885860035074
each_other,him,delete_feature,idf_jaccard,0.9061519596846936,0.8715479229425895,0.034604036742104105
each_other,him,reverse_polarity,jaccard,0.6927556551005278,0.6512547842159477,0.0415008708845801
each_other,him,reverse_polarity,dice,0.5349420298312816,0.4858925522768215,0.0490494775544601
each_other,him,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,him,reverse_polarity,idf_jaccard,0.9054486980697722,0.8708648812947187,0.03458381677505351
each_other,him,flip_target_cell,jaccard,0.7142519428889071,0.6778924551507237,0.03635948773818343
each_other,him,flip_target_cell,dice,0.5607837152943068,0.5159672984922148,0.04481641680209203
each_other,him,flip_target_cell,hamming,0.1979727589483687,0.16558441558441558,0.032388343363953104
each_other,him,flip_target_cell,idf_jaccard,0.9090234966315416,0.880378917813748,0.028644578817793587
each_other,it,delete_feature,jaccard,0.7079211340944875,0.6690820933080995,0.038839040786388
each_other,it,delete_feature,dice,0.5532525080486459,0.5060659866465846,0.047186521402061254
each_other,it,delete_feature,hamming,0.19273075083692015,0.16013071895424835,0.0326000318826718
each_other,it,delete_feature,idf_jaccard,0.9059539020814976,0.8715479229425895,0.03440597913890808
each_other,it,reverse_polarity,jaccard,0.6938225948012805,0.6512547842159477,0.042567810585332766
each_other,it,reverse_polarity,dice,0.5362039650316429,0.4858925522768215,0.05031141275482143
each_other,it,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,it,reverse_polarity,idf_jaccard,0.9046189564392465,0.870157669665002,0.03446128677424454
each_other,it,flip_target_cell,jaccard,0.7122450314359513,0.6778924551507237,0.03435257628522759
each_other,it,flip_target_cell,dice,0.5584274643873798,0.5159672984922148,0.04246016589516499
each_other,it,flip_target_cell,hamming,0.19733924611973394,0.16558441558441558,0.03175483053531836
each_other,it,flip_target_cell,idf_jaccard,0.9048443906203254,0.8786529868074118,0.026191403812913627
each_other,its,delete_feature,jaccard,0.7083570757316363,0.6690820933080995,0.039274982423536775
each_other,its,delete_feature,dice,0.5537885760832958,0.5060659866465846,0.04772258943671115
each_other,its,delete_feature,hamming,0.1930495775545991,0.16013071895424835,0.03291885860035074
each_other,its,delete_feature,idf_jaccard,0.906082994051431,0.8715479229425895,0.034535071108841464
each_other,its,reverse_polarity,jaccard,0.6927214646940651,0.6512547842159477,0.04146668047811741
each_other,its,reverse_polarity,dice,0.5348638230221874,0.4858925522768215,0.04897127074536589
each_other,its,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,its,reverse_polarity,idf_jaccard,0.905377608600435,0.8708648812947187,0.034512727305716306
each_other,its,flip_target_cell,jaccard,0.7142121765782807,0.6778924551507237,0.03631972142755702
each_other,its,flip_target_cell,dice,0.5608198088849874,0.5159672984922148,0.044852510392772604
each_other,its,flip_target_cell,hamming,0.19797275894836874,0.16558441558441558,0.03238834336395316
each_other,its,flip_target_cell,idf_jaccard,0.9091684602771475,0.880378917813748,0.028789542463399487
each_other,little,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,little,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,little,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,little,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,little,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,little,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,little,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,little,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,little,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,little,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,little,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,little,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,many,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,many,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,many,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,many,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,many,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,many,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,many,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,many,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,many,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,many,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,many,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,many,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,many_a,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,many_a,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,many_a,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,many_a,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,many_a,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,many_a,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,many_a,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,many_a,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,many_a,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,many_a,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,many_a,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,many_a,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,my,delete_feature,jaccard,0.7085250969583301,0.6690820933080995,0.03944300365023057
each_other,my,delete_feature,dice,0.5539362020108317,0.5060659866465846,0.04787021536424707
each_other,my,delete_feature,hamming,0.1930495775545991,0.16013071895424835,0.03291885860035074
each_other,my,delete_feature,idf_jaccard,0.9061884019887093,0.8715479229425895,0.034640479046119776
each_other,my,reverse_polarity,jaccard,0.6927029112397344,0.6512547842159477,0.04144812702378664
each_other,my,reverse_polarity,dice,0.5350001257864183,0.4858925522768215,0.049107573509596825
each_other,my,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,my,reverse_polarity,idf_jaccard,0.9054794672094367,0.8708648812947187,0.034614585914718
each_other,my,flip_target_cell,jaccard,0.7145548134439864,0.6778924551507237,0.0366623582932627
each_other,my,flip_target_cell,dice,0.5609647107694199,0.5159672984922148,0.04499741227720511
each_other,my,flip_target_cell,hamming,0.1979727589483687,0.16558441558441558,0.032388343363953104
each_other,my,flip_target_cell,idf_jaccard,0.9095777093092786,0.880378917813748,0.029198791495530618
each_other,no,delete_feature,jaccard,0.7088579692854635,0.6669243687819539,0.04193360050350958
each_other,no,delete_feature,dice,0.5543180561680126,0.5035950434595846,0.05072301270842794
each_other,no,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,no,delete_feature,idf_jaccard,0.9065881850760772,0.8698553231841368,0.03673286189194036
each_other,no,reverse_polarity,jaccard,0.6919084565639839,0.6557963893332107,0.036112067230773204
each_other,no,reverse_polarity,dice,0.5340022317732216,0.49117472027920717,0.042827511494014425
each_other,no,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,no,reverse_polarity,idf_jaccard,0.9050682271748739,0.8688554746251235,0.03621275254975043
each_other,no,flip_target_cell,jaccard,0.7160086863016198,0.6690844695335275,0.04692421676809233
each_other,no,flip_target_cell,dice,0.5627158052034411,0.505834694168434,0.05688111103500715
each_other,no,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,no,flip_target_cell,idf_jaccard,0.9120789087889074,0.8630612571987026,0.04901765159020477
each_other,no_one,delete_feature,jaccard,0.7088579692854635,0.6684721083231145,0.040385860962348974
each_other,no_one,delete_feature,dice,0.5543180561680126,0.5054027213404622,0.048915334827550394
each_other,no_one,delete_feature,hamming,0.19336840427227803,0.1597222222222222,0.03364618205005582
each_other,no_one,delete_feature,idf_jaccard,0.9065881850760772,0.8708395085228617,0.03574867655321545
each_other,no_one,reverse_polarity,jaccard,0.6919084565639839,0.652321640545962,0.03958681601802194
each_other,no_one,reverse_polarity,dice,0.5340022317732216,0.48704639843066766,0.04695583334255393
each_other,no_one,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,no_one,reverse_polarity,idf_jaccard,0.9062179558462944,0.8705244429851537,0.03569351286114064
each_other,no_one,flip_target_cell,jaccard,0.7160086863016198,0.6756253854494434,0.04038330085217645
each_other,no_one,flip_target_cell,dice,0.5627158052034411,0.5135163181000579,0.04919948710338318
each_other,no_one,flip_target_cell,hamming,0.19860627177700346,0.16477272727272727,0.0338335445042762
each_other,no_one,flip_target_cell,idf_jaccard,0.91469222970836,0.8762031760753137,0.03848905363304622
each_other,one,delete_feature,jaccard,0.7088579692854635,0.6665181067561099,0.04233986252935362
each_other,one,delete_feature,dice,0.5543180561680126,0.5033330135498797,0.05098504261813286
each_other,one,delete_feature,hamming,0.19336840427227803,0.15849673202614378,0.034871672246134244
each_other,one,delete_feature,idf_jaccard,0.9065881850760772,0.8692680274416679,0.03732015763440932
each_other,one,reverse_polarity,jaccard,0.6919084565639839,0.6555058634089773,0.0364025931550066
each_other,one,reverse_polarity,dice,0.5340022317732216,0.4904229941329974,0.0435792376402242
each_other,one,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,one,reverse_polarity,idf_jaccard,0.9050682271748739,0.8682921796483731,0.036776047526500766
each_other,one,flip_target_cell,jaccard,0.7160086863016198,0.6686044317566631,0.04740425454495678
each_other,one,flip_target_cell,dice,0.5627158052034411,0.5060973366185764,0.056618468584864745
each_other,one,flip_target_cell,hamming,0.19860627177700346,0.16233766233766234,0.036268609439341126
each_other,one,flip_target_cell,idf_jaccard,0.9120789087889074,0.861754993657988,0.05032391513091938
each_other,one_s,delete_feature,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,one_s,delete_feature,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,one_s,delete_feature,hamming,0.19336840427227803,0.16013071895424835,0.033237685318029675
each_other,one_s,delete_feature,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,one_s,reverse_polarity,jaccard,0.6919084565639839,0.6512547842159477,0.040653672348036185
each_other,one_s,reverse_polarity,dice,0.5340022317732216,0.4858925522768215,0.048109679496400104
each_other,one_s,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,one_s,reverse_polarity,idf_jaccard,0.9065881850760772,0.8715479229425895,0.035040262133487654
each_other,one_s,flip_target_cell,jaccard,0.7160086863016198,0.6778924551507237,0.03811623115089613
each_other,one_s,flip_target_cell,dice,0.5627158052034411,0.5159672984922148,0.04674850671122632
each_other,one_s,flip_target_cell,hamming,0.19860627177700346,0.16558441558441558,0.03302185619258788
each_other,one_s,flip_target_cell,idf_jaccard,0.91469222970836,0.8820563184518071,0.03263591125655285
each_other,other,delete_feature,jaccard,0.7013314757659707,0.659775003031582,0.04155647273438867
each_other,other,delete_feature,dice,0.5455864970567604,0.495749133834998,0.04983736322176241
each_other,other,delete_feature,hamming,0.18683245655985972,0.15359477124183007,0.03323768531802965
each_other,other,delete_feature,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,other,reverse_polarity,jaccard,0.7088579692854635,0.6690820933080995,0.039775875977363984
each_other,other,reverse_polarity,dice,0.5543180561680126,0.5060659866465846,0.04825206952142791
each_other,other,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,other,reverse_polarity,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,other,flip_target_cell,jaccard,0.7013314757659707,0.659775003031582,0.04155647273438867
each_other,other,flip_target_cell,dice,0.5455864970567604,0.495749133834998,0.04983736322176241
each_other,other,flip_target_cell,hamming,0.18561925878999053,0.1525974025974026,0.033021856192587934
each_other,other,flip_target_cell,idf_jaccard,0.8967522346470991,0.858976393272271,0.037775841374828034
each_other,our,delete_feature,jaccard,0.708389028555384,0.6690820933080995,0.03930693524728446
each_other,our,delete_feature,dice,0.5537671042119111,0.5060659866465846,0.04770111756532647
each_other,our,delete_feature,hamming,0.1928901641957596,0.16013071895424835,0.032759445241511254
each_other,our,delete_feature,idf_jaccard,0.906090582396017,0.8715479229425895,0.03454265945342749
each_other,our,reverse_polarity,jaccard,0.6930497228570928,0.6512547842159477,0.04179493864114503
each_other,our,reverse_polarity,dice,0.5354171799126326,0.4858925522768215,0.049524627635811114
each_other,our,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
each_other,our,reverse_polarity,idf_jaccard,0.9050433161473699,0.8705144057103038,0.034528910437066074
each_other,our,flip_target_cell,jaccard,0.7139364051415686,0.6778924551507237,0.036043949990844926
each_other,our,flip_target_cell,dice,0.5602131025807866,0.5159672984922148,0.044245804088571816
each_other,our,flip_target_cell,hamming,0.19765600253405133,0.16558441558441558,0.032071586949635744
each_other,our,flip_target_cell,idf_jaccard,0.907754499804346,0.8793753386508352,0.0283791611535108
each_other,ours,delete_feature,jaccard,0.7084626039517714,0.6690820933080995,0.03938051064367187
each_other,ours,delete_feature,dice,0.5538773426024306,0.5060659866465846,0.04781135595584596
each_other,ours,delete_feature,hamming,0.1930495775545991,0.16013071895424835,0.03291885860035074
each_other,ours,delete_feature,idf_jaccard,0.906083528586365,0.8715479229425895,0.03453560564377545
each_other,ours,reverse_polarity,jaccard,0.6926603285422497,0.6512547842159477,0.041405544326301946
each_other,ours,reverse_polarity,dice,0.5348402064009621,0.4858925522768215,0.048947654124140594
each_other,ours,reverse_polarity,hamming,0.192112765283497,0.1590909090909091,0.033021856192587906
